username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta
mateus.silvatkd,mateus.silvatkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,mateus.silvatkd 0 0 191 191 253 253 Mateus Nascimento 30/05/09 🥋💍 learning from my mistakes,0,0,191,https://www.threads.com/@mateus.silvatkd?xmt=AQF0RU1NayupeCDC6R2UfQy454ehCdWlB1Duz3vFVA4zI7g,False,Pública
emiir_mss,emiir_mss,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,emiir_mss 0 0 228 228 160 160 Emi ramses Destacada,0,0,228,,False,Pública
annizuri,annizuri,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,annizuri 0 0 111 111 102 102 Ana Zuriel,0,0,111,,False,Pública
me_haytam_,me_haytam_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,me_haytam_ 0 0 93 93 95 95 𝓱𝓪𝔂𝓽𝓪𝓶 123🫀 ℘ℓ𝒶𝒴ℯ𝓇𝓈 𝓉ℯ𝓀𝓌ℴ𝓃𝒹ℴ 🥋 ❤️‍🩹,0,0,93,https://www.threads.com/@me_haytam_?xmt=AQF0yp6QnYUldr4tAfsUKAFv-JXScLp34woyeO-lbKYWop8,False,Pública
dav.agv_,dav.agv_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,dav.agv_ 1 1 362 362 1.550 1.550 David Guanipa 01 📍mcbo 슈퍼영블러드 𓆩 𓆪⁩ ing. eléctrica 6/10 •T... mais 01 📍mcbo 슈퍼영블러드 𓆩 𓆪⁩ ing. eléctrica 6/10 •T ... mais mais me 🌔 G.O.A.L.S me 🌔 G.O.A.L.S,1,1,362,https://www.threads.com/@dav.agv_?xmt=AQF0iJ76ZWm5iWDNUIQMsnwEaRHt20pocno1obS63W7-orI,False,Pública
iktan151222,iktan151222,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,iktan151222 0 0 417 417 284 284 •иктан• -miqueas 7:8 •иктан• -miqueas 7:8,0,0,417,,False,Pública
m4rk.k4nst,m4rk.k4nst,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,m4rk.k4nst 0 0 199 199 199 μαρκ,0,0,199,https://www.threads.com/@m4rk.k4nst?xmt=AQF0T8z_uqGliNxPQHtgNLGsMA-gCFat5GNXYbHB4IpsH-g,False,Pública
chlo.marie01,chlo.marie01,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,chlo.marie01 2 2 163 163 190 190 chloemarie taekwondo tattoos me family korea disneyland hawaii taekwondo tattoos me family korea disneyland hawaii,2,2,163,https://www.threads.com/@chlo.marie01?xmt=AQF0hVWSy-1jArmahXkIgovzQBE_8V8xcfn7xEBLYtZfR_g,False,Pública
ogute4034,ogute4034,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,ogute4034 5 5 72 72 80 80 ecrinogut ... mais mais,5,5,72,,False,Pública
zone.tq,zone.tq,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,zone.tq 1 1 323 323 371 371 ⠀ ⠀ ⠀ ⠀ ⠀,1,1,323,,False,Pública
soy_amemon,soy_amemon,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,soy_amemon 0 0 584 584 80 80 Monserrat Arb,0,0,584,https://www.threads.com/@soy_amemon?xmt=AQF0HiMx8oMolF72ylyTM4IrHQ56alI-hqztOZxMnRozcCk,False,Pública
salome_cardozo_,salome_cardozo_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,salome_cardozo_ 2 2 559 559 168 168 $𝑎𝑙𝑜𝑚𝑒́⛈,2,2,559,,False,Pública
gang_of_manipur,gang_of_manipur,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,gang_of_manipur 6 6 89 89 94 94 gang_of_sillong i don't like girls i will waiting for crush (⁠◍⁠•⁠ᴗ⁠•⁠◍⁠)⁠❤,6,6,89,https://www.threads.com/@gang_of_manipur?xmt=AQF0DFxPykUD1JU7FgZg0WvOXgx1cSn4hijn809rhBiRLps,False,Pública
omarrjsx,omarrjsx,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,omarrjsx 3 3 282 282 23 23 Omar Rjs 🚶🏽‍♂️‍➡️ ✞ 𝟏𝟒 - 𝟏𝟒 ✞ 𝟒 𝟒 𝟒 𝐑𝐄𝐘𝐍𝐎𝐒𝐀 𝐓𝐀𝐌𝐏𝐒 🔥 youtube.com/@edgarrjs?si=Tgzjcb6uVTF11est e mais 1 Omar Rjs 🚶🏽‍♂️‍➡️ ✞ 𝟏𝟒 - 𝟏𝟒 ✞ 𝟒 𝟒 𝟒 𝐑𝐄𝐘𝐍𝐎𝐒𝐀 𝐓𝐀𝐌𝐏𝐒 🔥 youtube.com/@edgarrjs?si=Tgzjcb6uVTF11est e mais 1 𝐌𝐞 𝐓𝐊𝐃 ☄️ 𝐌𝐞 𝐓𝐊𝐃 ☄️,3,3,282,,False,Pública
yuxln_4,yuxln_4,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,yuxln_4 0 0 407 407 198 198 yulianita,0,0,407,,False,Pública
wxp.aeris,wxp.aeris,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,wxp.aeris 0 0 808 808 59 59 𝑷𝒂𝒓𝒊𝒔⁷,0,0,808,https://www.threads.com/@wxp.aeris?xmt=AQF05T83L0tgBUR-ovsh7NXs6JF1L_DfJUJ_N0HThR2Jxag,False,Pública
lu_crxer,lu_crxer,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,lu_crxer 0 0 348 348 328 328 Lu 1/10/10,0,0,348,https://www.threads.com/@lu_crxer?xmt=AQF0hUvr2phkR1mCQBfyobi9ERgPtwtNLyxWL-AzqGf67ug,False,Pública
baliaapa_talalu,baliaapa_talalu,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,baliaapa_talalu 2 2 104 104 173 173 NOYA_30 rely on God in everything..... ✝️0706•⁰⁷`³⁰🤍,2,2,104,https://www.threads.com/@baliaapa_talalu?xmt=AQF0gWkFzasX6_7iX9_W-NetemYc1UGz86HSxOgSoh_HD9k,False,Pública
osmamanzano,osmamanzano,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,osmamanzano 0 0 137 137 33 33 🪼osma🪼 🦈 🪼osma🪼 🦈,0,0,137,,False,Pública
_.ashjeet._,_.ashjeet._,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_.ashjeet._ 7 7 667 667 302 302 𝘼𝙨𝙝𝙟𝙚𝙚𝙩 ~ : 🌷 💓 🤍,7,7,667,https://www.threads.com/@_.ashjeet._?xmt=AQF0T8prKq2rwCvrEjMQZMmMq8I79OWsoI-e-7hFnNSniiM,False,Pública
_pritam_mahto_16,_pritam_mahto_16,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_pritam_mahto_16 31 31 289 289 175 175 PRITAM MAHTO ⚡ 🚩Hindu :(16june):🎂 {bloody_sweet} 🥋{_Taekwondo_}🥊 Jai... mais PRITAM MAHTO ⚡ 🚩Hindu :(16june):🎂 {bloody_sweet} 🥋{_Taekwondo_}🥊 Jai... mais 🚩Hindu :(16june):🎂 {bloody_sweet} 🥋{_Taekwondo_}🥊 Jai ... mais mais 🤜🤛 Me🙄 birthday 🍺🍻 Nobilians 👽 Chennai 🎀💗 my birthday 2025 Jimmy 🤜🤛 Me🙄 birthday 🍺🍻 Nobilians 👽 Chennai 🎀💗 my birthday 2025 Jimmy,31,31,289,,False,Pública
_.sairaj_.14,_.sairaj_.14,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_.sairaj_.14 18 18 393 393 135 135 Sairaj Sawant,18,18,393,https://www.threads.com/@_.sairaj_.14?xmt=AQF0YtfU48JlwvWyabTeHN8g3ssBeeb71D_YZfJQt20gX68,False,Pública
qilaasfy_,qilaasfy_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,qilaasfy_ 9 9 47 47 100 100 secc account.🙌🏻 الله كريم رحيم💙,9,9,47,https://www.threads.com/@qilaasfy_?xmt=AQF0t5SYfEDGh0W08-KoXCpuK3CKYaaoRVoRA-34bkgp-iI,False,Pública
misha_m3x,misha_m3x,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,misha_m3x 0 0 251 251 85 85 pichiii🧚🏼‍♀️ 🇲🇽🥋 Michell Samano 🍒 💛💚 🍒 💛💚,0,0,251,https://www.facebook.com/profile.php?id=100072403006946&ref=_ig_profile_ac,False,Pública
eliu.d01,eliu.d01,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,eliu.d01 0 0 566 566 335 335 Eliud Buenrostro 📍Mty🗻 𝟏𝟏:𝟏𝟏 Destacada Destacada Destacada Destacada,0,0,566,https://www.threads.com/@eliu.d01?xmt=AQF0UauTA94kCu_KPvFi9zrzTB5nPB0MfjPsVGQ2IFOA4Ng,False,Pública
ts.__nao,ts.__nao,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,ts.__nao 0 0 173 173 144 144 ꪀꪖꪮ!! .ೃ࿔*:･🦦 ♡⋆｡°16/6/25°｡ ⋆♡ ☆8/7/25☆ ꪀꪖꪮ!! .ೃ࿔*:･🦦 ♡⋆｡°16/6/25°｡ ⋆♡ ☆8/7/25☆,0,0,173,,False,Pública
rajatkd3027,rajatkd3027,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,rajatkd3027 13 13 185 185 75 75 Raja tkd 3027 raja tkd😍🥰😍💪 Raja tkd 3027 raja tkd😍🥰😍💪,13,13,185,,False,Pública
dhilzzz123,dhilzzz123,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,dhilzzz123 4 4 223 223 241 241 DZAKYYY 🤷 🫂 💸 🤷 🫂 💸,4,4,223,,False,Pública
hyaaaaacc,hyaaaaacc,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,hyaaaaacc 3 3 263 263 174 174 Hyacinth Evangelista Abrea Proverbs 31:25 || 🪐 🪷 🎞️ 🪷 🎞️,3,3,263,https://www.threads.com/@hyaaaaacc?xmt=AQF0_qkbDTO4EShxmH9brZcIhop4Se76nolxsi_dX93ylIo,False,Pública
feli_fdg,feli_fdg,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,feli_fdg 0 0 112 112 175 175 feli 🥋tkd🥋 ⭐brc⭐ ♌leo♌ ❤️RIVER❤️,0,0,112,https://www.threads.com/@feli_fdg?xmt=AQF0z6zHC7WArheqn2oktzJnXT1PtNyGcjjb-JlBfYvt44M,False,Pública
hendry_sbln,hendry_sbln,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,hendry_sbln 3 3 419 419 269 269 Hendry Simbolon,3,3,419,https://www.threads.com/@hendry_sbln?xmt=AQF0VJI35GhZpcipRZh7RkBuPiGN0S0WLVbSdGvi71PI1JY,False,Pública
mojtbqri,mojtbqri,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,mojtbqri 2 2 124 124 136 136 Taekwondo player🥋 Cyclist🚴🏻,2,2,124,,False,Pública
weniaminsmolnikov,weniaminsmolnikov,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"weniaminsmolnikov 804 804 401 401 195 195 Вениамин Смольников 🇷🇺Russia🇷🇺, Altai. Счастливый человек: Красавица жена💃, лапочка дочка💡 и сын спортсмен🥋. Вениамин Смольников e mais 1 Вениамин Смольников 🇷🇺Russia🇷🇺, Altai. Счастливый человек: Красавица жена💃, лапочка дочка💡 и сын спортсмен🥋. Вениамин Смольников e mais 1 Санкт-Петербург Radio Tapok Москва Калининград Каратэ Актуальное Актуальное Санкт-Петербург Radio Tapok Москва Калининград Каратэ Актуальное",804,804,401,,False,Pública
who_is_bhuvan_,who_is_bhuvan_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,who_is_bhuvan_ 0 0 154 154 4 4 Who_is_Bhuvan_ one day I tell who I am Who_is_Bhuvan_ one day I tell who I am,0,0,154,,False,Pública
matheus_lopest,matheus_lopest,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,matheus_lopest 0 0 376 376 222 222 𝕸𝖆𝖙𝖍𝖊𝖚𝖘 𝕷𝖔𝖕𝖊𝖘🥋🥊,0,0,376,https://www.threads.com/@matheus_lopest?xmt=AQF0-JpLqt06_loqxlMAQmuwyv7rS_XQU-m31F14c4pudXk,False,Pública
geli_olverit4,geli_olverit4,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,geli_olverit4 1 1 133 133 272 272 Angie,1,1,133,,False,Pública
jeagerenz,jeagerenz,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,jeagerenz 4 4 119 119 101 101 Eren 💗 ⚕️|| TAMP 19 ☆ Eren 💗 ⚕️|| TAMP 19 ☆,4,4,119,,False,Pública
chen_yongri,chen_yongri,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,chen_yongri 2 2 196 196 291 291 陳永日 中和國中 國三 🥋🫩,2,2,196,https://www.threads.com/@chen_yongri?xmt=AQF0m6nc8o9D4H4f9vq0jVgWZPa26NxHz8LOF_dqxKuTJTc,False,Pública
888.pioo,888.pioo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,888.pioo 10 10 28 28 38 38,10,10,28,,False,Pública
gx._.n11,gx._.n11,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,gx._.n11 0 0 476 476 404 404 고지운,0,0,476,,False,Pública
cristian_forwa,cristian_forwa,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,cristian_forwa 0 0 53 53 114 114 Cristian 🦈 🥋💛 pendejo Destacada Destacada 🥋💛 pendejo Destacada,0,0,53,https://www.threads.com/@cristian_forwa?xmt=AQF0jcV2rHE3ZmTpZ1n52QskWgGZkWsj8wZc1J335KUt4VQ,False,Pública
nico._tkd,nico._tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,nico._tkd 0 0 103 103 291 291 Nicolas,0,0,103,https://www.threads.com/@nico._tkd?xmt=AQF09XLbryFtQlz5_xzFiVm9q311Wx9U7XA71TyKqwPAqhk,False,Pública
ricckk___,ricckk___,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,ricckk___ 0 0 398 398 629 629 💸,0,0,398,,False,Pública
sofiamangiacasale_,sofiamangiacasale_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,sofiamangiacasale_ 0 0 581 581 497 497 Sofia Mangiacasale,0,0,581,https://www.threads.com/@sofiamangiacasale_?xmt=AQF0MdpVVMIzE7OscAKcbh3u2kuYS3IYy4UwILBOHDS3WIc,False,Pública
h_mariketoy,h_mariketoy,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,h_mariketoy 1 1 44 44 38 38 hana,1,1,44,,False,Pública
samartkd906,samartkd906,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,samartkd906 15 15 149 149 67 67 Samar Verma 🥇 Highlights Highlights Highlights Highlights 🥇 2rd TKD ❤️ tkd national tkd lover fight for tkd ❤️❤️ 🥇 Highlights 2rd TKD ❤️ tkd national tkd lover fight for tkd ❤️❤️,15,15,149,https://www.threads.com/@samartkd906?xmt=AQF0s6lU9TTyvCMgJS21R7S27i3IcxBKBOHvtY_yxTeWN7w,False,Pública
_.lary._12,_.lary._12,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_.lary._12 0 0 75 75 75 𝓛𝓪𝓻𝓲𝓼𝓪👸🏼 𝓣𝓪𝓮𝓴𝔀𝓸𝓷𝓭𝓸🥋 𝓲 𝓵𝓸𝓿𝓮 𝓶𝓸𝓸𝓷 🌙 𝓲 𝓷𝓮𝓮𝓭 𝔂𝓸𝓾...💭 🇷🇴😼 𝓛𝓪𝓻𝓲𝓼𝓪👸🏼 𝓣𝓪𝓮𝓴𝔀𝓸𝓷𝓭𝓸🥋 𝓲 𝓵𝓸𝓿𝓮 𝓶𝓸𝓸𝓷 🌙 𝓲 𝓷𝓮𝓮𝓭 𝔂𝓸𝓾...💭 🇷🇴😼,0,0,75,,False,Pública
ecosan.petstore,ecosan.petstore,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,"linktr.ee/ecosanpetstore ecosan.petstore 121 121 2.848 2.848 252 252 Ecosan PetStore Inovando no cuidado pet 🐾 Sustentabilidade & Design Praticidade, estilo e conforto ‼️ Conheça a nossa linha de produtos ... mais Inovando no cuidado pet 🐾 Sustentabilidade & Design Praticidade, estilo e conforto ‼️ Conheça a nossa linha de produtos ... mais mais Caminhas Perguntas Comunidade 😍😸🐶 Depoimentos Banheiro Cães Banheiro Gatos Bebedouro Ecosan Caminhas Perguntas Comunidade 😍😸🐶 Depoimentos Banheiro Cães Banheiro Gatos Bebedouro Ecosan",121,121,2848,,False,Pública
yamii_.tkd,yamii_.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,yamii_.tkd 0 0 219 219 277 277 ⚡ • Tierra del fuego • 🥋🇦🇷,0,0,219,https://www.threads.com/@yamii_.tkd?xmt=AQF0zuP84ZUwQsB5q0hb-NJ3Wgx2qcHQ8aBeQ1Q7gzvQW-M,False,Pública
_chakiii_cfff,_chakiii_cfff,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_chakiii_cfff 3 3 272 272 195 195 lucreciaaaa🦠 aca no soy normall👊🏼 lucreciaaaa🦠 aca no soy normall👊🏼,3,3,272,,False,Pública
m.valecs2,m.valecs2,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,m.valecs2 0 0 215 215 22 22 EUTDM v,0,0,215,,False,Pública
barann_tkd,barann_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,barann_tkd 2 2 146 146 467 467 baran Atleta nothing special 𐙚 pookies ★ ‹𝟹sky nothing special 𐙚 pookies ★ ‹𝟹sky,2,2,146,https://www.threads.com/@barann_tkd?xmt=AQF01Slz52jRGui04pJRjoGkeno1D5USPkzLYM4z8GkDwIc,False,Pública
abri.ursu,abri.ursu,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,abri.ursu 1 1 41 41 64 64 abril,1,1,41,,False,Pública
_taekwondo_warriors_,_taekwondo_warriors_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_taekwondo_warriors_ 132 132 103 103 23 23 ~리디_Tkd~ Editor Mastering the art of taekwondo one kick at a time. worldtaekwondo 📍🥋 PASSION 🥋 📍WEST BENGAL 📍 T... mais Mastering the art of taekwondo one kick at a time. worldtaekwondo 📍🥋 PASSION 🥋 📍WEST BENGAL 📍 T ... mais mais With Kadyan 😉,132,132,103,https://www.threads.com/@_taekwondo_warriors_?xmt=AQF01noY1mKXowpRnB0b0519UZcq4xLeTJEmxWNweWMXT9Y,False,Pública
cha_hdp,cha_hdp,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,cha_hdp 0 0 482 482 298 298 Ca Ca good things take time www.instagram.com/cacadynaputriii,0,0,482,,False,Pública
erwincitx_priv,erwincitx_priv,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,erwincitx_priv 0 0 333 333 106 106 𝓔𝓻𝔀𝓲𝓷𝓬𝓲𝓽𝓸 📍𝐈𝐩𝐧 𓃜 𝓔𝓻𝔀𝓲𝓷𝓬𝓲𝓽𝓸 📍𝐈𝐩𝐧 𓃜,0,0,333,,False,Pública
hellen_dv,hellen_dv,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,hellen_dv 0 0 30 30 37 37 𝓥𝓪𝓵𝓮𝓻𝓲𝓪 🐈‍⬛ GYE 📍 𝓥𝓪𝓵𝓮𝓻𝓲𝓪 🐈‍⬛ GYE 📍,0,0,30,,False,Pública
prachijagtap761,prachijagtap761,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,prachijagtap761 6 6 231 231 376 376 Athlete 🖤 It's not over until I win 🖤🖤🤍🤍 태권도 🥋 Taekwondo Athlete 🖤 It's not over until I win 🖤🖤🤍🤍 태권도 🥋 Taekwondo,6,6,231,,False,Pública
sophijim87,sophijim87,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"sophijim87 0 0 226 226 74 74 Sophi Y si un día nos separa el tiempo, que el más bonito de los recuerdos nos una para siempre 💜 Sophi Y si un día nos separa el tiempo, que el más bonito de los recuerdos nos una para siempre 💜",0,0,226,,False,Pública
0428_.kitty,0428_.kitty,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,0428_.kitty 1 1 256 256 216 216 顧耘如,1,1,256,https://www.threads.com/@0428_.kitty?xmt=AQF0hRGf3S4V6awv_9lC9Ffi0L08Yay8K1hK0EQym7wX3vY,False,Pública
lisandro_15.tkd,lisandro_15.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,lisandro_15.tkd 0 0 153 153 142 142 𝓛𝓲𝓼𝓪𝓷𝓭𝓻𝓸 𝓬𝓸𝓻𝓽𝓮𝔃 ⚡︎,0,0,153,,False,Pública
iihartmlaaa,iihartmlaaa,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,iihartmlaaa 0 0 191 191 121 121 Cami,0,0,191,,False,Pública
_alx.bau_,_alx.bau_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_alx.bau_ 0 0 644 644 123 123 Bautistwx Idk,0,0,644,,False,Pública
idk.vrq,idk.vrq,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,idk.vrq 0 0 1.046 1.046 117 117 𝑌𝑢𝑟𝑖𝑠 ꩜ vsco.co/villegin,0,0,1046,https://www.threads.com/@idk.vrq?xmt=AQF0uL6EYRC_CC12tPtDkugR1C0tLSoXIaG3yFnoHzQ9ibE,False,Pública
zeerakafayii7,zeerakafayii7,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,zeerakafayii7 79 79 25 25 25 👾 Let it happen 😝😝😉 👾 Let it happen 😝😝😉,79,79,25,,False,Pública
theus.mon07,theus.mon07,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"theus.mon07 0 0 607 607 245 245 Matheus Felipe Jesus is the Way, the Truth, and the Life! taekwondo 🥋. Matheus Felipe Jesus is the Way, the Truth, and the Life! taekwondo 🥋.",0,0,607,,False,Pública
moonchild_dll,moonchild_dll,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,moonchild_dll 0 0 40 40 309 309 Laleh Who?; She/her𐙚,0,0,40,https://www.threads.com/@moonchild_dll?xmt=AQF0jTG52wkpcokoITh2jM-XE2BPyEZo_5iWDJ1KI-5NA3E,False,Pública
flei.tas67,flei.tas67,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"flei.tas67 0 0 161 161 341 341 Camix <🥋💝, > ~TKD~",0,0,161,https://www.threads.com/@flei.tas67?xmt=AQF0QYhrJFkkGi-uG3cQ_21r3ad8LVaict6J5SUJFIpFiOw,False,Pública
kiara__dgz,kiara__dgz,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,kiara__dgz 0 0 744 744 61 61 Kia Dgz,0,0,744,https://www.threads.com/@kiara__dgz?xmt=AQF0sQetkqrpEVDbabCX_a2MR4far8Vb2MNvxgPSmCBnoAY,False,Pública
misox_7.0.7,misox_7.0.7,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"misox_7.0.7 0 0 213 213 75 75 🕸️ 🌷Alhamdulillah For Everything :⁠-⁠)🕊️ ｡ ｡ ☞""Reconnaissant pour le don d 'Imaan""☜ 🌹",0,0,213,https://www.threads.com/@misox_7.0.7?xmt=AQF0ZDYLVm93I0c2le7qEZCWmmiUUhOY9XchOtVxD5zTbSY,False,Pública
blrv_laay,blrv_laay,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,blrv_laay 0 0 354 354 21 21 ᧔᧓,0,0,354,,False,Pública
shvan__othman,shvan__othman,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,shvan__othman 57 57 1.370 1.370 867 867 Shwan Othman ... mais mais tellonym.me/shvanmuhammad90 🇰🇷🥋korea - muju WT-TKD-PG-CF🇰🇷 AVA TV SOPRT🎤 🇰🇷🥋 🚇🚊🇹🇷 🇹🇷ıstambul Certificate💪🏻🇰🇷🥋 🇰🇷❤️🥋 🇰🇷🥋❤️ ☕️💻 🥋 🧑‍🎓 Hetaw printing🖨️ Relax 😌 🇰🇷🥋korea - muju WT-TKD-PG-CF🇰🇷 AVA TV SOPRT🎤 🇰🇷🥋 🚇🚊🇹🇷 🇹🇷ıstambul Certificate💪🏻🇰🇷🥋 🇰🇷❤️🥋 🇰🇷🥋❤️ ☕️💻 🥋 🧑‍🎓 Hetaw printing🖨️ Relax 😌,57,57,1370,,False,Pública
ir1nqqqqqqqq,ir1nqqqqqqqq,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,ir1nqqqqqqqq 7 7 66 66 66 🐻‍❄️ 🚀🧸 🐻‍❄️ 🚀🧸,7,7,66,,False,Pública
clfr_blnd,clfr_blnd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,clfr_blnd 1 1 305 305 142 142 Chleafer Lemonera Balando Psalm 108:13,1,1,305,https://www.facebook.com/profile.php?id=100088440452320&ref=_ig_profile_ac,False,Pública
turkhunoov_,turkhunoov_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,turkhunoov_ 2 2 624 624 204 204,2,2,624,,False,Pública
lezhtt,lezhtt,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,lezhtt 0 0 463 463 166 166 lezh,0,0,463,,False,Pública
sam_bcrl,sam_bcrl,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"sam_bcrl 0 0 109 109 48 48 𝒮𝒶𝓂𝒶𝒾 ℬ𝑒𝒸𝑒𝓇𝓇𝒾𝓁...🤍🤍 ℰ𝓋𝑒𝓇𝓎𝓉𝒽𝒾𝓃𝑔 𝓁 𝓀𝓃𝑜𝓌 𝒶𝒷𝑜𝓊𝓉 𝓂𝓎 𝓁𝒾𝑔𝒽𝓉, 𝓂𝓎 𝑔𝑜𝓁𝒹𝑒𝓃 𝓈𝒽𝒶𝒹𝑜𝓌 𝓉𝒶𝓊𝑔𝒽𝓉 𝓂𝑒☀️🫧",0,0,109,https://www.threads.com/@sam_bcrl?xmt=AQF0OP3z_1TgMIlmhqrfQELr_iv0dJMnjgiQpI2-a7IUIBk,False,Pública
