username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta
paulo.oliveiraef,paulo.oliveiraef,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,paulo.oliveiraef 38 38 2.700 2.700 1.843 1.843 Paulo Oliveira ... mais mais Aulas por aí!! Treinos Corridas Momentos Destaques Aulas por aí!! Treinos Corridas Momentos Destaques,38,38,2700,,False,Pública
beka.xvl,beka.xvl,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,beka.xvl 1 1 192 192 185 185 𝒃𝒆𝒌𝒂.𝒙𝒍𝒗 бекзат,1,1,192,https://www.threads.com/@beka.xvl?xmt=AQF0wI_ykXqi_f541-c_Ms90vcpLe-4aULWtSe2SrFp-b0M,False,Pública
agabek_0802,agabek_0802,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,agabek_0802 0 0 63 63 84 84 Agabek а,0,0,63,https://www.threads.com/@agabek_0802?xmt=AQF0PFhiytlXJ6GVIagqEeNZhPHaCmidn9VEJeVAawkBteM,False,Pública
the_aida07,the_aida07,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,the_aida07 21 21 114 114 308 308 Blogueiro(a) bu dunyo òtginchi dunyo😊 Blogueiro(a) bu dunyo òtginchi dunyo😊 Актуальное,21,21,114,,False,Pública
alene__girl__,alene__girl__,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,1 1 4 4 22 22,1,1,4,,False,Pública
joaocosta777_,joaocosta777_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,,0,0,0,,False,Não encontrado
livia_tkd,livia_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,livia_tkd 16 16 694 694 467 467 livia,16,16,694,,False,Pública
humberto_vn,humberto_vn,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,"humberto_vn 31 31 1.058 1.058 523 523 Humberto Vinicius 🇩🇴🇲🇽🇧🇷 •Itabira/MG •seleção brasileira 23🥇 •campeão mineiro 25🥇 •campeão sudeste 25🥇 🌎 México, mazatlán Rep. Dominicana 🌎 México, mazatlán Rep. Dominicana",31,31,1058,https://www.threads.com/@humberto_vn?xmt=AQF0teaPu5VGTgg5CXgKFRXCNHRLkPpJyR-rdOa_6-S4V-I,False,Pública
gustao.7,gustao.7,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,gustao.7 1 1 141 141 178 178 Gustavo D.C,1,1,141,https://www.threads.com/@gustao.7?xmt=AQF01elwQGWezdzcdUmUEl2-5mDSR5phzUd67WWBWr0CZoI,False,Pública
duh.xzw_,duh.xzw_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,11,duh.xzw_ 2 2 946 946 947 947 eduarda,2,2,946,,False,Pública
defernanda_lohmann,defernanda_lohmann,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,14,defernanda_lohmann 0 0 722 722 434 434 Dee 🥋,0,0,722,https://www.threads.com/@defernanda_lohmann?xmt=AQF01wknEtbD2hpifWtCafXd8n1gspzD01WFjLTJDe6fnxc,False,Pública
rique_041._,rique_041._,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,0 0 692 692 832 832,0,0,692,,False,Pública
luizalleite_,luizalleite_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,luizalleite_ 9 9 627 627 579 579 Luíza leite | Atleta SESI-SP 🦾| Atletismo/Volei sentado 🌵| Aracaju-se Luíza leite | Atleta SESI-SP 🦾| Atletismo/Volei sentado 🌵| Aracaju-se vs L tkd Athl vs L tkd Athl,9,9,627,,False,Pública
_teuzin.x7_,_teuzin.x7_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,_teuzin.x7_ 154 154 682 682 1.326 1.326 Mateus Alicio Silva regra n°8 🔥 💙💚🖤 🥋 🌎 🏋‍♂️ 🔥 💙💚🖤 🥋 🌎 🏋‍♂️,154,154,682,https://www.threads.com/@_teuzin.x7_?xmt=AQF0xidKg4JBvanVpgL40cuahK9ymGw4oQ0HFgvsWbCDYBw,False,Pública
jeancarlo.07,jeancarlo.07,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,jeancarlo.07 18 18 215 215 208 208 Jean Carlo Atleta de Taekwondo🥋 Músico 🎸 Cantor 🎙️ CONTAGEM/ MG 🔺 🇨🇺 Jean Carlo Atleta de Taekwondo🥋 Músico 🎸 Cantor 🎙️ CONTAGEM/ MG 🔺 🇨🇺 CONQUISTAS 🏆 VIAGENS ✈️ CONQUISTAS 🏆 VIAGENS ✈️,18,18,215,,False,Pública
isajohastkd,isajohastkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,isajohastkd 33 33 429 429 277 277 isa ✨,33,33,429,,False,Pública
mateusfranciscotkd,mateusfranciscotkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,mateusfranciscotkd 129 129 1.063 1.063 998 998 Mateus Brito Atleta +Yeshua 🔥 🌁|Londrina-PR 🥋|Taekwondo athlete João 3:16 TKD🥋 Abba❤️‍🔥 music 🎹 G-U-R-I-Z-A-D-A lord sky☁️ This is me ⚡ 🥗food🥝🚀 TKD🥋 Abba❤️‍🔥 music 🎹 G-U-R-I-Z-A-D-A lord sky☁️ This is me ⚡ 🥗food🥝🚀,129,129,1063,https://www.threads.com/@mateusfranciscotkd?xmt=AQF0hPlpiB1yi8bFBdeGyNcGQXRVTVHE_BrRCDwyEaldw90,False,Pública
gabrielcamilotkd,gabrielcamilotkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,gabrielcamilotkd 11 11 2.062 2.062 772 772 Gabriel Camillo “O limite é só uma fronteira e a evolução vem de dentro pra fora”💫🧠 Gabriel Camillo “O limite é só uma fronteira e a evolução vem de dentro pra fora”💫🧠 🧠🤝🏼🤍,11,11,2062,,False,Pública
biellteclas_,biellteclas_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,biellteclas_ 37 37 2.359 2.359 1.052 1.052 Bielzin nas teclas💥 suamusica.com.br/WillyPegada/mais-swingado-que-nunca-willy-pegada 🙅🏾 teclas 🎹 🙅🏾 teclas 🎹,37,37,2359,,False,Pública
adrianjohnat,adrianjohnat,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,adrianjohnat 183 183 1.098 1.098 948 948 Adrian Araújo🃏🐰 Atleta Adrian Araújo régua 📏 máxima Eu 😬 smart 🏋🏻‍♂️ Taekwondo 🇧🇷🇰🇷🥋 técnico 🇧🇷🥋🇰🇷 💎 de sangue 🏍 Entregas Rk 🏍 Filhão Meu 😍 aulas 🥋 Mengão 😍❤️ Poomsae tatuagens 🔥 📸 Ferro Velho régua 📏 máxima Eu 😬 smart 🏋🏻‍♂️ Taekwondo 🇧🇷🇰🇷🥋 técnico 🇧🇷🥋🇰🇷 💎 de sangue 🏍 Entregas Rk 🏍 Filhão Meu 😍 aulas 🥋 Mengão 😍❤️ Poomsae tatuagens 🔥 📸 Ferro Velho,183,183,1098,https://www.facebook.com/profile.php?id=100005988842357&ref=_ig_profile_ac,False,Pública
thiago_tkd19,thiago_tkd19,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,thiago_tkd19 6 6 490 490 923 923 Thiago Melo de Souza - Atleta - Tkd 🇰🇷 - 17y - 2007 Thiago Melo de Souza - Atleta - Tkd 🇰🇷 - 17y - 2007,6,6,490,,False,Pública
italotkd_,italotkd_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,16,italotkd_ 6 6 513 513 89 89 Italo soares Atleta Taekwondo . Caxias (MA) Taekwondo . Caxias (MA),6,6,513,,False,Pública
pabloborges2070,pabloborges2070,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,pabloborges2070 14 14 595 595 3.263 3.263 Pablo Borges 22 anos✌🏻 Técnico em Eletrotécnica⚡ Biomedicina 5/8🧬🔬 Cristão✝️ Pablo Borges 22 anos✌🏻 Técnico em Eletrotécnica⚡ Biomedicina 5/8🧬🔬 Cristão✝️,14,14,595,,False,Pública
tkd_marcosq,tkd_marcosq,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,tkd_marcosq 60 60 628 628 408 408 Marcos Quirino 🥋Mestre 4° Dan Rio Open 25 🥉(par) Copa sul🥇24/🥈25 Brasileiro🥈🥉23/🥈24(par) Copa d... mais 🥋Mestre 4° Dan Rio Open 25 🥉(par) Copa sul🥇24/🥈25 Brasileiro🥈🥉23/🥈24(par) Copa d ... mais mais,60,60,628,https://www.threads.com/@tkd_marcosq?xmt=AQF0U1fUwcnp1fXxY4FF1F2VDb__3CBqpiQQ8nC2eP3_DqY,False,Pública
emerson_machado_taekwondo_,emerson_machado_taekwondo_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,emerson_machado_taekwondo_ 662 662 1.597 1.597 2.543 2.543 Emerson Machado Esportes Professor de Taekwondo e Personal Filiado EQUIPE MADUREIRA TAEKWONDO Segunda das 16:00 às 21:00hs Quarta 16:00 às... mais Professor de Taekwondo e Personal Filiado EQUIPE MADUREIRA TAEKWONDO Segunda das 16:00 às 21:00hs Quarta 16:00 às ... mais mais Exames de Faixa Campeonatos Exames de Faixa Campeonatos,662,662,1597,https://www.threads.com/@emerson_machado_taekwondo_?xmt=AQF0PbQyB00BG1vqdomYqdl6vcm9wCaqqmppnJ07C0ngB3Q,False,Pública
ailton.s7xzz,ailton.s7xzz,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,ailton.s7xzz 5 5 340 340 101 101 user. Atleta . 🥋 📸 ⚽️ . 🥋 📸 ⚽️,5,5,340,,False,Pública
yago_tavares_tkd,yago_tavares_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,yago_tavares_tkd 1 1 461 461 1.651 1.651 yago tavares primeiro dia,1,1,461,,False,Pública
oallancontador,oallancontador,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,oallancontador 58 58 2.328 2.328 3.914 3.914 Allan Delon | Contabilidade Serviço de contabilidade ... mais mais wa.me/558396240814 e mais 2 Quem é Allan? 🧐 Rotina contábil🚀 Meu amor 💍 EVA Feedbacks CONTE+ Serviços 💼 MEI - INFOs 🗒 IRPF - INFOs 🦁 Quem é Allan? 🧐 Rotina contábil🚀 Meu amor 💍 EVA Feedbacks CONTE+ Serviços 💼 MEI - INFOs 🗒 IRPF - INFOs 🦁,58,58,2328,,False,Pública
higor.firino,higor.firino,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,18,higor.firino 15 15 114 114 190 190 Higor Caíque Firino da Costa 🇧🇷Black belt in taekwondo🇰🇷 White belt in BJJ🥋🇧🇷 Princess Maitê's dad👸 @cleide_abreu25 💍,15,15,114,https://www.threads.com/@higor.firino?xmt=AQF04IlMl4Z6TTwWkitFm9tcYzulMGJ8Gpxq_zxJmNUbNQs,False,Pública
atletaisaqueribeiro,atletaisaqueribeiro,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,atletaisaqueribeiro 117 117 1.501 1.501 1.373 1.373 Isaque Ribeiro | Taekwondo BR🇧🇷 Atleta ... mais mais VÍDEOS EU💪🏼🥇 TIKTOK BOTTONS TRAINING🥋 TRAVEL ✈️ DEVOCIONAL DO 🥇 COMPETIÇÃO 🥇 🐍 SELEÇÃO 🇧🇷 FAIXAPRETA VÍDEOS EU💪🏼🥇 TIKTOK BOTTONS TRAINING🥋 TRAVEL ✈️ DEVOCIONAL DO 🥇 COMPETIÇÃO 🥇 🐍 SELEÇÃO 🇧🇷 FAIXAPRETA,117,117,1501,https://www.threads.com/@atletaisaqueribeiro?xmt=AQF0OYivRU-X24of3hO1qnzoJDGf5b5pVlSlVKJnUl8lsfo,False,Pública
mestre_gilberto_taekwondo,mestre_gilberto_taekwondo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,mestre_gilberto_taekwondo 767 767 101 mil 101 mil 5.449 5.449 Gilberto TKD Team Escola de artes marciais ... mais mais bit.ly/Marcar-Aula-experimental Depoimentos 7 de Setembro Jep’s 2k24 Dia das Mães 23 Profissionais Encontro Anual Competição Niver Academia🥳 Depoimentos 7 de Setembro Jep’s 2k24 Dia das Mães 23 Profissionais Encontro Anual Competição Niver Academia🥳,767,767,101000,https://www.threads.com/@mestre_gilberto_taekwondo?xmt=AQF0LXPqzii0sEOucLo4Swwer2wat6GfQ8g3WarY7KVmVhY,False,Pública
hugo.tk,hugo.tk,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,hugo.tk 39 39 1.056 1.056 2.996 2.996 Hugo Leonardo,39,39,1056,,False,Pública
eujeoo_,eujeoo_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,eujeoo_ 1 1 846 846 517 517 sc tkd🥋💚 vsco.co/eujeoo msf v!vaz family ♾️ msf v!vaz family ♾️,1,1,846,,False,Pública
maah.tkd,maah.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,20,maah.tkd 15 15 192 192 323 323 maah bernardini copa sul 25 brasileiro 2024 seletivas 2025 copa sul 25 brasileiro 2024 seletivas 2025,15,15,192,,False,Pública
guto_mieres,guto_mieres,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,guto_mieres 22 22 580 580 535 535 Augusto Bruno Atleta RJ Jaraguá do Sul 🥋 Eu Praia RJ Jaraguá do Sul 🥋 Eu Praia,22,22,580,https://www.threads.com/@guto_mieres?xmt=AQF0kGqYrUKl5fSRnbc1OkxQvLLk6mvQeQFxnAhaeF7yxuc,False,Pública
arian_heydari0,arian_heydari0,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,arian_heydari0 12 12 2.810 2.810 634 634 Arian Heydari Atleta ▪️professional taekwondo player🥋 Arian Heydari Atleta ▪️professional taekwondo player🥋 Me✨ Sport🏋️‍♀️🥋 ✍🖤 Me✨ Sport🏋️‍♀️🥋 ✍🖤,12,12,2810,,False,Pública
paulojunio.serra,paulojunio.serra,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,paulojunio.serra 181 181 805 805 1.127 1.127 Paulo Junio Serra Destaques Destaques Destaques Destaques Destaques,181,181,805,,False,Pública
mahvilela2.16,mahvilela2.16,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,mahvilela2.16 168 168 1.484 1.484 1.969 1.969 Mamede Vilela www.instagram.com/mamedetkd/profilecard/?igsh=MTh1aWNxdXFlMWFjcw%3D%3D,168,168,1484,https://www.threads.com/@mahvilela2.16?xmt=AQF0_acznU7_aXJvmul8Q--5RyFVHhJTC64RAVAXZ7Zd6IU,False,Pública
damazioteamtaekwondo,damazioteamtaekwondo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,12,damazioteamtaekwondo 106 106 805 805 533 533 DAMÁZIO TEAM TAEKWONDO 👊🏾 Criador(a) de conteúdo digital Graduação: Black Belt (Taekwondo 🥋) Técnico em ADM Faculdade de Educação Física em andamento wa.me/5531983935457?text=Ol%25C3%25A1%2C%2520vim%2520do%2520Instagram%2520e%2520gostaria%2520de%2520mais%2520informa%25C3%25A7%25C3%25B5es%21 e mais 1 DAMÁZIO TEAM TAEKWONDO 👊🏾 Criador(a) de conteúdo digital Graduação: Black Belt (Taekwondo 🥋) Técnico em ADM Faculdade de Educação Física em andamento wa.me/5531983935457?text=Ol%25C3%25A1%2C%2520vim%2520do%2520Instagram%2520e%2520gostaria%2520de%2520mais%2520informa%25C3%25A7%25C3%25B5es%21 e mais 1 Depoimento ALUNOS Organização Organ/Segurança AULAS Treinamento Nosso Endereço Parceiros Matrículas EVENTOS Depoimento ALUNOS Organização Organ/Segurança AULAS Treinamento Nosso Endereço Parceiros Matrículas EVENTOS,106,106,805,,False,Pública
ffujitz,ffujitz,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,6,ffujitz 0 0 518 518 416 416 𝐹𝑒𝓇𝓃𝒶𝓃𝒹𝒶 愛 vs.co/-fujita-,0,0,518,,False,Pública
taekwondoolimpico_,taekwondoolimpico_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,taekwondoolimpico_ 116 116 520 520 506 506 Mestre André Costa Escola de artes marciais ... mais mais Alunos Cursos Atletas Alunos Cursos Atletas,116,116,520,,False,Pública
kaua.tkd,kaua.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,kaua.tkd 3 3 604 604 813 813 Kauã C.愛 Atleta 🥱 K. PB 🏠 🥱 K. PB 🏠,3,3,604,https://www.threads.com/@kaua.tkd?xmt=AQF0uX_KF7OYrt-7YXAtf4vvLYrA05uLc1hVG1DW3lyf6R8,False,Pública
mariagabrielabersanetti,mariagabrielabersanetti,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,mariagabrielabersanetti 64 64 589 589 1.590 1.590 melhores luna Destaques melhores luna Destaques,64,64,589,https://www.threads.com/@mariagabrielabersanetti?xmt=AQF0P_GSj8aiMkJko9ErYGjZXEWlNHPKzNzRsu3zD68CMj0,False,Pública
manuelmartinezvaldes04,manuelmartinezvaldes04,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,manuelmartinezvaldes04 19 19 431 431 909 909 Manuel Martínez Valdes Atleta Destacada,19,19,431,https://www.facebook.com/profile.php?id=100075104737515&ref=_ig_profile_ac,False,Pública
_mariabergamaschii,_mariabergamaschii,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,_mariabergamaschii 1 1 333 333 440 440,1,1,333,,False,Pública
associacaotkdrocha,associacaotkdrocha,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,associacaotkdrocha 58 58 744 744 549 549 Associação Taekwondo Rocha ... mais mais competições Ensaios Enquetes competições Ensaios Enquetes,58,58,744,https://www.threads.com/@associacaotkdrocha?xmt=AQF0-4gAMGQv4G3z9ILEnBFd_dRViev74TPrsQxjOZWcSw8,False,Pública
izadoratkdx_,izadoratkdx_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,"izadoratkdx_ 0 0 288 288 685 685 IZADORA COSTA🥋 12/02🖤🕊️🥀 ""I don't want you to leave"" 🥋🏀 Taekwondo athlete Cauc... mais 12/02🖤🕊️🥀 ""I don't want you to leave"" 🥋🏀 Taekwondo athlete Cauc ... mais mais",0,0,288,https://www.threads.com/@izadoratkdx_?xmt=AQF0V8-ZvrU6Dy0I2khjaBJj4-RFaL-_PnNfDu-K3scs3zs,False,Pública
keth.silvasz,keth.silvasz,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,keth.silvasz 0 0 1.077 1.077 371 371 𝓚.𝓴 Atleta Sccp. 𝓚.𝓴 Atleta Sccp. ㅤ🤞🏻 ㅤ •tkd ㅤ ㅤ🤞🏻 ㅤ •tkd,0,0,1077,,False,Pública
academiacentraltkd,academiacentraltkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,academiacentral.com.br academiacentraltkd 550 550 2.144 2.144 923 923 Academia Central de Taekwondo ... mais mais 2° HORÁRIO INFORMAÇÕES APOIO CERTIFICADOS KIDS POOMSAE PROFESSORES MANDAMENTOS PRINCÍPIOS ALAGOAS GAMES FESTIVAL ALAG 1ª COPINHA CAMP. MARIBONDO C. PERNAMBUCANO 2° HORÁRIO INFORMAÇÕES APOIO CERTIFICADOS KIDS POOMSAE PROFESSORES MANDAMENTOS PRINCÍPIOS ALAGOAS GAMES FESTIVAL ALAG 1ª COPINHA CAMP. MARIBONDO C. PERNAMBUCANO,550,550,2144,,False,Pública
luaratizot,luaratizot,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,luaratizot 11 11 1.883 1.883 959 959 luara tizot they can’t cancel the spring :) vsco.co/luaratizot ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ,11,11,1883,,False,Pública
saarahramoss,saarahramoss,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,saarahramoss 4 4 828 828 2.715 2.715 Sarah Ramos Todas as coisas boas são selvagens e livres. 🏳️‍🌈 tkd Sarah Ramos Todas as coisas boas são selvagens e livres. 🏳️‍🌈 tkd,4,4,828,,False,Pública
rafaa_tkd,rafaa_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,14,rafaa_tkd 0 0 584 584 317 317 Rafaella Dias rs | ☪︎ a arte de viver vsco.co/diassrn Lov’ 15th It’s me Moment’s Lov’ 15th It’s me Moment’s,0,0,584,,False,Pública
vanzinhafs,vanzinhafs,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,vanzinhafs 8 8 183 183 341 341 Silvanides F da Silva João Pessoa - PB Silvanides F da Silva João Pessoa - PB,8,8,183,,False,Pública
joaogabriel_ptkd,joaogabriel_ptkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,joaogabriel_ptkd 15 15 843 843 450 450 João Gabriel Atleta 🇰🇷 yo process. À la une 🇰🇷 yo process. À la une,15,15,843,,False,Pública
fisio.henrique,fisio.henrique,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,fisio.henrique 0 0 238 238 288 288,0,0,238,https://www.threads.com/@fisio.henrique?xmt=AQF07uvkZwHn54X7WaAEPTWXpQyPvIg3Ma0qG4a1synloDU,False,Pública
kaykay_zx,kaykay_zx,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,kaykay_zx 2 2 696 696 521 521 kayrø w Rossi 14years ATLETA 🥇🔥🥋 kayrø w Rossi 14years ATLETA 🥇🔥🥋,2,2,696,,False,Pública
macena.tkd,macena.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,9,macena.tkd 10 10 991 991 718 718 Eduarda Macena Atleta MARICÁ- RJ Equipe MS RECIFE- PE DF- BRASÍLIA MARICÁ- RJ Equipe MS RECIFE- PE DF- BRASÍLIA,10,10,991,,False,Pública
liceonu,liceonu,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,,3,3,402,,False,Erro inesperado
muca_vycthor,muca_vycthor,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,muca_vycthor 6 6 621 621 606 606 Muryllo Vycthor 📚 Educação Física 6/8 Anhanguera SJC AT - São Francisco Vida Muryllo Vycthor 📚 Educação Física 6/8 Anhanguera SJC AT - São Francisco Vida Tkd 🦖 Tkd 🦖,6,6,621,,False,Pública
jean_lourenco,jean_lourenco,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,jean_lourenco 10 10 1.423 1.423 5.119 5.119 Jean Lourenço linktr.ee/Infocentersolutions,10,10,1423,,False,Pública
pedro_miller99,pedro_miller99,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,pedro_miller99 50 50 286 286 205 205 pedro ribeiro Artista 041 pedro ribeiro Artista 041 Destaques,50,50,286,,False,Pública
icaromigueltkd,icaromigueltkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"icaromigueltkd 1.001 1.001 37,1 mil 37,1 mil 3.226 3.226 ICARO MIGUEL Atleta Atleta Olímpico de Taekwondo & Primeiro brasileiro a liderar o ranking mundial Monocular 🇧🇷 linktr.ee/entreparaahistoria e mais 1 Seguido(a) por itz.laur4._ itz.laur4._ Tokyo 2020 🇯🇵 Desafio 👁️🤚🏻 Tokyo 2020 🇯🇵 Desafio 👁️🤚🏻",1001,1001,37100,https://www.threads.com/@icaromigueltkd?xmt=AQF09L4IsQPM1Y3BKlLulz4IW9rFyy8qTXqk8r56sdiQz9I,False,Pública
emiiysw,emiiysw,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,emiiysw 0 0 1.562 1.562 479 479 𓏲࣪ 𝜗𝜚ʰᵉᵐᶦˡˡʸ⋆ she/her ᥫ᭡. 𓏲࣪ 𝜗𝜚ʰᵉᵐᶦˡˡʸ⋆ she/her 𓏲࣪ 𝜗𝜚ʰᵉᵐᶦˡˡʸ⋆ she/her ᥫ᭡. ✩ 🤍 ✩ 🤍,0,0,1562,,False,Pública
marlon_felipe97,marlon_felipe97,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,marlon_felipe97 26 26 2.637 2.637 1.185 1.185 Marlon Felipe Garcia 💍🤍 Marlon Felipe Garcia 💍🤍,26,26,2637,,False,Pública
eltonfolly,eltonfolly,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,eltonfolly 27 27 589 589 1.299 1.299 Elton Folly 1° Dan Taekwondo 🥋 Atleta 🥋 Estadual 1x 🥇 Copa carioca 1x🥈 Cop... mais Elton Folly 1° Dan Taekwondo 🥋 Atleta 🥋 Estadual 1x 🥇 Copa carioca 1x🥈 Cop... mais 1° Dan Taekwondo 🥋 Atleta 🥋 Estadual 1x 🥇 Copa carioca 1x🥈 Cop ... mais mais,27,27,589,,False,Pública
luhb.alvares,luhb.alvares,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,luhb.alvares 3 3 181 181 364 364 Luiza Alvares,3,3,181,https://www.threads.com/@luhb.alvares?xmt=AQF0JOBxHEYHTqL1gG0f_Siszxje9a6Tb0_cNbfES5JaMRE,False,Pública
joaovitorneves69,joaovitorneves69,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,joaovitorneves69 2 2 151 151 698 698 Joao Vitor Neves K💍,2,2,151,https://www.threads.com/@joaovitorneves69?xmt=AQF0DfCDDCjyf_xHFDzfS8eVBmJxXfdm2Cq-oosUnMTANtQ,False,Pública
mih_a1meid4,mih_a1meid4,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,mih_a1meid4 5 5 414 414 350 350 𓆩𝕸𝖎𝖑𝖊𝖓𝖆𓆪 중|𝕴𝖓𝖔𝖑𝖛𝖎𝖉𝖆𝖇𝖑𝖊💋 •𝕮𝖔𝖗𝖎𝖓𝖙𝖍𝖎𝖆𝖓𝖘 •𝙼𝚃 𝓟 ' 🥋🤍 ℳ ' 𝓟 ' 🥋🤍 ℳ ',5,5,414,https://www.threads.com/@mih_a1meid4?xmt=AQF0aGPRfKqA2mcKg5WLpQPba-Kzu8o5vphvdCcxYeBLpYA,False,Pública
mih.benatti,mih.benatti,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,mih.benatti 0 0 606 606 567 567 Mirella Benatti | 🇻🇦crux Sacra sit mihi lux 🥋• 🇮🇹 vsco.co/benattimih Life. m'. tkd. Life. m'. tkd.,0,0,606,,False,Pública
talita.tkd,talita.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,9,talita.tkd 37 37 701 701 441 441 Talita Taekwondo 🤍 Êxodo 33:14 Talita Taekwondo 🤍 Êxodo 33:14,37,37,701,,False,Pública
beaasll,beaasll,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,9,beaasll 0 0 315 315 203 203 alana beatriz she alana beatriz she yo' ⠀⠀ yo' ⠀⠀,0,0,315,,False,Pública
