username,nome_completo,verificado,url_foto_perfil,status_relacao,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta,foto_perfil,categoria,nome_completo,conta_comercial,destaque_stories,posts_recentes,engajamento_medio
alinnefmaciel,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/443697229_479852921047978_8945053449218018118_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QGtM9Gmp3wvb9Wu6PKAeQX4oPzJiFBRxvSFaVPutr7P-qSZdcpRTnxzlQsdlhcbWfQ&_nc_ohc=hnfD-HcnI4cQ7kNvwFHF-3_&_nc_gid=eckFjv-WJgsftcMncLB3Tg&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQ_DDfNH7TlSf8wgwLRV3tNTVh6XF-S_vR76Li4FMLw5w&oe=6892645F&_nc_sid=6ff7c8,Seguir,alinnefmaciel Alinne Maciel 875 posts 875 2.679 2.679 3.842 3.842 GO | Nutricionista | 🦋 “Toda Honra e Glória a Deus sempre!🙌🏻” “Bora viver que a vida está passando” Sigam ➡️... mais GO | Nutricionista | 🦋 “Toda Honra e Glória a Deus sempre!🙌🏻” “Bora viver que a vida está passando” Sigam ➡️ ... mais mais Clara 🩷 Life ✍🏻♥️ Araguaia 2k19 ✈️,,,,,False,Pública,0,,,False,0,0,0
guida.silveiraandrade,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/248379095_889272448369644_4885088992944655734_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MjAuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QGtM9Gmp3wvb9Wu6PKAeQX4oPzJiFBRxvSFaVPutr7P-qSZdcpRTnxzlQsdlhcbWfQ&_nc_ohc=hv1bYIQ1BlIQ7kNvwGjC_sd&_nc_gid=eckFjv-WJgsftcMncLB3Tg&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRQ_T7BBACDoslwbq1bQNirJgrWRmtsIO1CH9PwmwVdaQ&oe=689268EC&_nc_sid=6ff7c8,Seguir,guida.silveiraandrade Margarida Silveira 42 posts 42 356 356 815 815,0,0,0,https://www.threads.com/@guida.silveiraandrade?xmt=AQF0UtB-30tXq1CkhjnQ0ySw_HaLCITJJ_DjIZHu1ZboEoU,False,Pública,0,,,False,0,0,0
inalbertolopes8397,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/497345688_17847987099468716_6342476289405947661_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGtM9Gmp3wvb9Wu6PKAeQX4oPzJiFBRxvSFaVPutr7P-qSZdcpRTnxzlQsdlhcbWfQ&_nc_ohc=NeUyDKIG2fsQ7kNvwGU1Fgn&_nc_gid=eckFjv-WJgsftcMncLB3Tg&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfTYRHksPJCwMkBQOg5ATfqtPmiDghaC0HmTCqvfxvoLoQ&oe=68929204&_nc_sid=6ff7c8,Seguir,inalbertolopes8397 Antônio Lopes 0 posts 0 765 765 2.309 2.309 insta novo. perdi contato com os outros,0,0,0,https://www.threads.com/@inalbertolopes8397?xmt=AQF02F8q3KIfvmDwNM3Ur3BzJolgL_P7S_B12kEOUrwkOY4,False,Pública,0,,,False,0,0,0
celestepureza,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/525001194_18533307109027790_8264641162643402453_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43NDcuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QGtM9Gmp3wvb9Wu6PKAeQX4oPzJiFBRxvSFaVPutr7P-qSZdcpRTnxzlQsdlhcbWfQ&_nc_ohc=FgGotJbgLuUQ7kNvwGirjW3&_nc_gid=eckFjv-WJgsftcMncLB3Tg&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfTqI0cgNis7ElI49v7NEb6rmXF8mikf7eKMbck3kUllhw&oe=68926D2E&_nc_sid=6ff7c8,Seguir,"celestepureza Celeste Pureza 4 posts 4 10,6 mil 10,6 mil 7.445 7.445 Sonhadora 😇 Mãe de Meninos 👬 Assistente Social. ⚖️ Isaías 54:17",0,0,0,,False,Pública,0,,,False,0,0,0
dra.sylviaconde,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/459067111_461809933518942_8122539923168089036_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QGtM9Gmp3wvb9Wu6PKAeQX4oPzJiFBRxvSFaVPutr7P-qSZdcpRTnxzlQsdlhcbWfQ&_nc_ohc=WAmAf5T5QIEQ7kNvwGVYlVn&_nc_gid=eckFjv-WJgsftcMncLB3Tg&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRNMYjH2EMW_oJZsgPO0YPWXeMlNqhUbqGfNPyoemH5HA&oe=68927D28&_nc_sid=6ff7c8,Seguir,wa.me/message/U46GJCRDI5GOI1 e mais 1 dra.sylviaconde dra.sylviaconde Sylvia Conde | Ginecologista e Uroginecologista | Maceió-AL 80 posts 80 2.020 2.020 1.722 1.722 Ginecologista e Obstetra - IMIP Uroginecologista - IMIP CRMAL 8458 | RQE 5850 Saúde da Mulher em todas as suas etapas 🌺 ... mais Ginecologista e Obstetra - IMIP Uroginecologista - IMIP CRMAL 8458 | RQE 5850 Saúde da Mulher em todas as suas etapas 🌺 ... mais mais wa.me/message/U46GJCRDI5GOI1 e mais 1 👰🏾🤵🏻‍♂️ GO 🍝 Urogineco Atendimentos 🏋🏾‍♀️ 🇺🇾 🇨🇱 R3 R2 R1,,,,https://www.threads.com/@dra.sylviaconde?xmt=AQF0PK3LJNgW4XZZMq8Pr3AH9UjFWAI6hS1WYx5RQr5-9jg,False,Pública,0,,,False,0,0,0
fernanda_a_feh,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/524773777_18390284908137332_4069060259428192881_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MjAuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QFNazetyTYFwg70WudHT_GBHcK5VEPJ3uosGNSAqhNSQkwghqTJ5Y4fXWFMu29xp6U&_nc_ohc=UFfhI_bowH4Q7kNvwHVvjIM&_nc_gid=SzFgA0yCKkxZSDXRTHbXcQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfScN9wkNH_GfpOCuuMOkY_7Q28kmkAdKhw5IEL0caxAUQ&oe=68928B85&_nc_sid=6ff7c8,Seguir,,0,0,0,,False,Erro inesperado,0,,,False,0,0,0
nice.figueiredo.50,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/404628204_1154272419074364_9146803652805176474_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42OTAuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QFNazetyTYFwg70WudHT_GBHcK5VEPJ3uosGNSAqhNSQkwghqTJ5Y4fXWFMu29xp6U&_nc_ohc=vDIRasIs8zwQ7kNvwH0swqf&_nc_gid=SzFgA0yCKkxZSDXRTHbXcQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfSq6oWseYrSG0tuo2OFX2-GWd4Z5Dd0yLB9WDKR0lRjFg&oe=689285FE&_nc_sid=6ff7c8,Seguir,nice.figueiredo.50 Nice Figueiredo 3 posts 3 174 174 223 223,0,0,0,,False,Pública,0,,,False,0,0,0
stefania_fernandes_fer,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/121660677_396097928054575_5733810840723085258_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NjAuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QGtM9Gmp3wvb9Wu6PKAeQX4oPzJiFBRxvSFaVPutr7P-qSZdcpRTnxzlQsdlhcbWfQ&_nc_ohc=Lz3pU8gZnBIQ7kNvwGvAPLP&_nc_gid=eckFjv-WJgsftcMncLB3Tg&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQzI-teboQ8V5sjV7g1ierYDRZifj7LlukVbH8r8NiMqg&oe=689273CE&_nc_sid=6ff7c8,Seguir,stefania_fernandes_fer Stefania Fernandes 18 posts 18 828 828 1.799 1.799,0,0,0,,False,Pública,0,,,False,0,0,0
elgamupa,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/118748116_2659638890944821_8256834829720377662_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QFNazetyTYFwg70WudHT_GBHcK5VEPJ3uosGNSAqhNSQkwghqTJ5Y4fXWFMu29xp6U&_nc_ohc=iwmIopEQ4p8Q7kNvwHQ0BUw&_nc_gid=SzFgA0yCKkxZSDXRTHbXcQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRgzrBWvVeYTg_pwig9VhPB4jNnRCcMT6h_hrzOjrJO9g&oe=689266FC&_nc_sid=6ff7c8,Seguir,elgamupa Elga Mupa 0 posts 0 139 139 738 738,0,0,0,https://www.threads.com/@elgamupa?xmt=AQF0fhk2o21ZiVtvnf_tx0yVVQWyfkT7PwHX11Q4y_jLk7s,False,Pública,0,,,False,0,0,0
amanda.souzavitor,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/495388010_18275382637252009_4927088700404173255_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=101&_nc_oc=Q6cZ2QFNazetyTYFwg70WudHT_GBHcK5VEPJ3uosGNSAqhNSQkwghqTJ5Y4fXWFMu29xp6U&_nc_ohc=f0FTqAoxG_0Q7kNvwHfmr5r&_nc_gid=SzFgA0yCKkxZSDXRTHbXcQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfR5HirBsmdVZhMci6O4UVzDTeFvpFsPhQR3Oz-nSaLFUA&oe=68927320&_nc_sid=6ff7c8,Seguir,amanda.souzavitor Amanda Souza Vitor 0 posts 0 477 477 531 531,0,0,0,https://www.threads.com/@amanda.souzavitor?xmt=AQF0sFQGeVWsmVjFdmPW7S1GSD1f4NoI_RzpkoM-9CJMOqo,False,Pública,0,,,False,0,0,0
elizabethcristo57,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/500310653_18501539593043755_6305915803540295985_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDc5LmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=107&_nc_oc=Q6cZ2QFNazetyTYFwg70WudHT_GBHcK5VEPJ3uosGNSAqhNSQkwghqTJ5Y4fXWFMu29xp6U&_nc_ohc=tAsDzRfSuNwQ7kNvwEvqcJ2&_nc_gid=SzFgA0yCKkxZSDXRTHbXcQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQ5qiv0s_BaZn1GEueWPFnC8vOPsXRGCzJyqKJbA-oRtg&oe=689287A3&_nc_sid=6ff7c8,Seguir,elizabethcristo57 Elizabeth Telles 20 posts 20 508 508 3.030 3.030,0,0,0,https://www.threads.com/@elizabethcristo57?xmt=AQF0ZsbAb5Vu-_yt3P1lfpAJVzrJzA6ZafVLzYWRj3l3PcM,False,Pública,0,,,False,0,0,0
frombyalice,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/504528927_18079114702890593_2674572395152055428_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=105&_nc_oc=Q6cZ2QFNazetyTYFwg70WudHT_GBHcK5VEPJ3uosGNSAqhNSQkwghqTJ5Y4fXWFMu29xp6U&_nc_ohc=PqNjTKuifysQ7kNvwGvynnl&_nc_gid=SzFgA0yCKkxZSDXRTHbXcQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfSsjkbuU-9bWjTkCan8HDhgCjMcZ0E5WiNOslzn-QApzw&oe=68925EB3&_nc_sid=6ff7c8,Seguir,frombyalice Alice 2 posts 2 408 408 2.944 2.944,0,0,0,https://www.threads.com/@frombyalice?xmt=AQF0nz7oaXcCQwDdndvt4YVbmn4RixZgftyWVbduAIVQZ-A,False,Pública,0,,,False,0,0,0
thamylladossantos_,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/473133158_1505575750137537_257502587405038388_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QFNazetyTYFwg70WudHT_GBHcK5VEPJ3uosGNSAqhNSQkwghqTJ5Y4fXWFMu29xp6U&_nc_ohc=auD0Dq6WmqUQ7kNvwGFJ2ZT&_nc_gid=SzFgA0yCKkxZSDXRTHbXcQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRNB4kcDbzhdParnMacLHkQezil9djFtqiDW4zTQv3kzA&oe=68926BF5&_nc_sid=6ff7c8,Seguir,thamylladossantos_ Thamylla santos❤️ 15 posts 15 895 895 1.347 1.347,0,0,0,,False,Pública,0,,,False,0,0,0
herica_s_araujo,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/525706775_18075660137294232_5158630219655710230_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QFNazetyTYFwg70WudHT_GBHcK5VEPJ3uosGNSAqhNSQkwghqTJ5Y4fXWFMu29xp6U&_nc_ohc=kA3UisxgIKsQ7kNvwG8LBTn&_nc_gid=SzFgA0yCKkxZSDXRTHbXcQ&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQSgxnaZ7wmRqyqe2ZThjmklMRdWLzUc50NJC1oAj6HKQ&oe=68927FC6&_nc_sid=6ff7c8,Seguir,herica_s_araujo Herica Silva Araújo 1 post 1 2.237 2.237 5.172 5.172 🤍,0,0,0,https://www.facebook.com/profile.php?id=100053046833071&ref=_ig_profile_ac,False,Pública,0,,,False,0,0,0
jeh_benicio,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/306389364_1040289789987378_3286537414776571091_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QGbu568V1wYukEW0ghkHgPyLzAsfmAEHSGg44IztFDMy_31PKknOoN3x5YZRSWmETo&_nc_ohc=idW59Xulyf4Q7kNvwGVQNSg&_nc_gid=yHp43KOXtUabtC5l_qQp0A&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfSwHsQbxIOv7NyA6o2MHSgbGfS6-xjcSBQ3QK5NBL56Jw&oe=689285AB&_nc_sid=6ff7c8,Seguir,jeh_benicio Jéssica 11 posts 11 662 662 537 537,0,0,0,,False,Pública,0,,,False,0,0,0
evilim.abranches,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/508395040_18044796734559848_4558601905129643347_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGbu568V1wYukEW0ghkHgPyLzAsfmAEHSGg44IztFDMy_31PKknOoN3x5YZRSWmETo&_nc_ohc=yWJpKJxAe_EQ7kNvwHTE-1t&_nc_gid=yHp43KOXtUabtC5l_qQp0A&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRe-KyqD4WOXh19TLmOGVHXJKDrG7YGAprHaX28ejrjaA&oe=68926F06&_nc_sid=6ff7c8,Seguir,,0,0,0,,False,Erro de carregamento,0,,,False,0,0,0
isabellechristini_,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/526837640_17994606386819362_2200628534871759017_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QGbu568V1wYukEW0ghkHgPyLzAsfmAEHSGg44IztFDMy_31PKknOoN3x5YZRSWmETo&_nc_ohc=LgDZK9LKXMcQ7kNvwGjlnrM&_nc_gid=yHp43KOXtUabtC5l_qQp0A&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfSqhKXjWlClsqGy1ZipE7WMFROmNRfoYkEoI2sNCn1HNA&oe=6892802D&_nc_sid=6ff7c8,Seguir,isabellechristini_ Isabelle Christini | Regularização de clínicas 18 posts 18 578 578 407 407,0,0,0,,False,Pública,0,,,False,0,0,0
lt.baby,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/462348642_1050425833393210_197116170400999986_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44MjguYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QGbu568V1wYukEW0ghkHgPyLzAsfmAEHSGg44IztFDMy_31PKknOoN3x5YZRSWmETo&_nc_ohc=_j6b1hSsQWAQ7kNvwHbnOtf&_nc_gid=yHp43KOXtUabtC5l_qQp0A&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQeVyQDPNvfzqqE3vZMy7LFCzCWyu5XW6SsLBsiKgap5Q&oe=68928A9F&_nc_sid=6ff7c8,Seguir,lt.baby Lucy A Tranquila 98 posts 98 374 374 1.234 1.234 Simpatica ♥ ~Deus ♥★★ Whatsapp:845658**8,0,0,0,,False,Pública,0,,,False,0,0,0
janainacardoso53874,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/499598087_17934321777040042_8258761499490392251_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QGbu568V1wYukEW0ghkHgPyLzAsfmAEHSGg44IztFDMy_31PKknOoN3x5YZRSWmETo&_nc_ohc=BF75LdDLLhoQ7kNvwFyskuR&_nc_gid=yHp43KOXtUabtC5l_qQp0A&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfRL709xxZ0REBxP8u79E2H_hVmkwjzIENMWkt8BOwD0hg&oe=68926BA1&_nc_sid=6ff7c8,Seguir,janainacardoso53874 Janaina Rodrigo Klann 7 posts 7 219 219 1.049 1.049,0,0,0,,False,Pública,0,,,False,0,0,0
raquelrocha_cordeiro,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/504608733_18507276334037313_2218047720908299459_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QGbu568V1wYukEW0ghkHgPyLzAsfmAEHSGg44IztFDMy_31PKknOoN3x5YZRSWmETo&_nc_ohc=ktBAuV1aTiwQ7kNvwExh7mY&_nc_gid=yHp43KOXtUabtC5l_qQp0A&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfSiiFYZdcDblBDFVlPgWPJp4kKl6PXGfjdfAbCvzBbqpQ&oe=6892607B&_nc_sid=6ff7c8,Seguir,raquelrocha_cordeiro Raquel Rocha 60 posts 60 1.653 1.653 2.225 2.225,0,0,0,https://www.threads.com/@raquelrocha_cordeiro?xmt=AQF0fe2Axy43fBq1vmVapUdolZ7K9-LGdPxYNNmAIPpXy6k,False,Pública,0,,,False,0,0,0
pamela.roccha,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/472430837_1616880698963768_5933049937542663400_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QGbu568V1wYukEW0ghkHgPyLzAsfmAEHSGg44IztFDMy_31PKknOoN3x5YZRSWmETo&_nc_ohc=MYAa8rvgTRgQ7kNvwHODwMB&_nc_gid=yHp43KOXtUabtC5l_qQp0A&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQF3pxqlnYXTT6uJ1HJraA2SW6iSwDIvoeP3iAPPvrrJg&oe=689276A9&_nc_sid=6ff7c8,Seguir,,0,0,0,,False,Erro inesperado,0,,,False,0,0,0
anacardosonutri,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/440718642_1343949162944444_1864631067713625521_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44NTMuYzIifQ&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QFpMiEBzzlAteX-_Xwoxiq-wGYMOzrr_L7v7_vXVsWAJN2zzvzvh9Dcxh1xLtSUQ2s&_nc_ohc=NdpO9CyveuUQ7kNvwHitFwP&_nc_gid=Z-NbSf7IhO6RVReuxDjG8A&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQBdYzewtFSsrdh1zRVT0TN-9YgQECr8ssfoNYecpz-7A&oe=689264A8&_nc_sid=6ff7c8,Seguir,,0,0,0,,False,Erro inesperado,0,,,False,0,0,0
furtadoadrieny,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/520409325_18100010431571769_3701447188532808667_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QGbu568V1wYukEW0ghkHgPyLzAsfmAEHSGg44IztFDMy_31PKknOoN3x5YZRSWmETo&_nc_ohc=s8qITZNZNCkQ7kNvwH6YojY&_nc_gid=yHp43KOXtUabtC5l_qQp0A&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfQ0FiaZRXWnfDyaBBZcNxk3NzjM9dY260WwYdVvZhRcDw&oe=68926B58&_nc_sid=6ff7c8,Seguir,furtadoadrieny Adrieny Furtado 1 post 1 68 68 159 159 Discipline equals freedom.,0,0,0,https://www.threads.com/@furtadoadrieny?xmt=AQF0BrdWp5dX54EbRBtipFGZRLC4TnP7KwVzYr3jpGQmVdw,False,Pública,0,,,False,0,0,0
mari_bella_dias,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/518730705_17883387123341973_5153878130537620302_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QFpMiEBzzlAteX-_Xwoxiq-wGYMOzrr_L7v7_vXVsWAJN2zzvzvh9Dcxh1xLtSUQ2s&_nc_ohc=Omrs6mKCg6AQ7kNvwF--qoj&_nc_gid=Z-NbSf7IhO6RVReuxDjG8A&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfTgGn-NYSTJNe0oRkpQMDWjPoqc-FhZyw72YoZF8_kfiQ&oe=6892822F&_nc_sid=6ff7c8,Seguir,mari_bella_dias Maria Isabella 16 posts 16 342 342 2.404 2.404 Deus sabe e tem o melhor pra nós ✨️ IURD🤍❤️ FTU💚🧡 Só Eu😋✨️ ✨️Eu e Best riso céu 🩵💙 família 🥴🥰❤️ bests As primas✨️😋😝🤪😜😛 Eu e Mamis✨️🥰 FTU 💚🧡 music,,,,https://www.threads.com/@mari_bella_dias?xmt=AQF07xI7qCcPHzZQE4HcTMBNOwosRCPQAapfbpkgXI-oTrw,False,Pública,0,,,False,0,0,0
nayane.ss,,False,https://instagram.fpmw2-1.fna.fbcdn.net/v/t51.2885-19/519674140_18515902480001392_8919142114309637640_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=instagram.fpmw2-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QFpMiEBzzlAteX-_Xwoxiq-wGYMOzrr_L7v7_vXVsWAJN2zzvzvh9Dcxh1xLtSUQ2s&_nc_ohc=6LalNETOvmkQ7kNvwFeKkBr&_nc_gid=Z-NbSf7IhO6RVReuxDjG8A&edm=APQMUHMBAAAA&ccb=7-5&oh=00_AfT6ZDbUt8zIYYkhJKCkyXd-ZFoNAtSPVgTIzgHjWB8QQg&oe=6892957C&_nc_sid=6ff7c8,Seguir,nayane.ss Nayane.ss 9 posts 9 2.886 2.886 2.883 2.883 》》Nos bastidores nem tudo são flores《《 ✨ MG NR7 BAHIA SP Sp💘 PR,,0,0,https://www.threads.com/@nayane.ss?xmt=AQF0gYxpE5uQkFi9_h8jRag9aI6vFYhWHrm6nrrzG81ycu4,False,Pública,0,,,False,0,0,0
